intent,query,answer
19,중핵필수,"중핵필수 과목에는 English Listening Practice1, English Reading Practice1, 창업가기업가정신1, 세종사회봉사1, 문제해결을위한글쓰기와발표, 서양철학:쟁점과토론, 대학생활과진로설계, 취업역량개발론 총 8개가 존재합니다."
19,중핵필수선택 및 전공기초교양,단과대학 또는 학과마다 차이가 존재합니다. 자세한 내용은 과목명을 입력하여 확인해주세요.
19,단일전공 이수시,학과 또는 전공에 따라 차이가 존재합니다. 자세한 내용은 '졸업이수학점'을 입력하여 확인해주세요.
19,복수전공 이수시(연계·융합 전공포함),복수전공 혹은 연계·융합 전공 이수시 총합 39학점(전필(15학점)+전선(24학점))을 이수해야 합니다.
19,졸업이수학점,"건축학과(5년제)는 168점이며, 컴퓨터공학과·정보보호학과·소프트웨어학과·데이터사이언스학과·디자인이노베이션전공·만화애니메이션텍전공·항공시스템공학과은 140학점이고, 그 외의 학과는 130학점입니다."
19,English Listening Practice1,"해당 과목은 안내에 따른 학기 중에 이수해야 합니다.
[1학년 1학기]  인문과학, 사회과학, 경영, 호텔관광, 자연과학, 생명과학, 예체능, 법학 계열 학과
[1학년 2학기]  전자정보, 소프트웨어융합, 공과 계열 학과"
19,English Reading Practice1,"해당 과목은 안내에 따른 학기 중에 이수해야 합니다.
[2학년 1학기]  인문과학, 사회과학, 경영, 호텔관광, 자연과학, 생명과학, 예체능, 법학 계열 학과
[2학년 2학기]  전자정보, 소프트웨어융합, 공과 계열 학과"
19,세종사회봉사1,"해당 과목은 안내에 따른 학기 중에 이수해야 합니다.
[1학년 1학기]  전자정보, 소프트웨어융합, 공과 계열 학과
[1학년 2학기]  인문과학, 사회과학, 경영경제, 호텔관광, 자연과학, 생명과학, 예체능, 법학 계열 학과"
19,문제해결을 위한 글쓰기와 발표,"해당 과목은 안내에 따른 학기 중에 이수해야 합니다.
[1학년 1학기]  전자정보, 소프트웨어융합, 공과 계열 학과
[1학년 2학기]  인문과학, 사회과학, 경영경제, 호텔관광, 자연과학, 생명과학, 예체능, 법학 계열 학과"
19,서양철학:쟁점과토론,"해당 과목은 안내에 따른 학기 중에 이수해야 합니다.
[1학년 1학기]  인문과학, 사회과학, 경영경제, 호텔관광, 자연과학, 생명과학, 예체능, 법학 계열 학과
[1학년 2학기]  전자정보, 소프트웨어융합, 공과 계열 학과"
19,대학생활과진로설계,모든 학과는 1학년 1학기에 이수해야 합니다.
19,창업과기업가정신1,모든 학과는 1~4학년(건축학전공은 1~5학년)안에 이수해야 합니다.
19,취업역량개발론,모든 학과(국방시스템공학과·항공시스템공학과 제외)는 3~4학년(건축학전공은 4~5학년)안에 이수해야 합니다.
19,중핵필수선택,"학교에서 지정한 과목과 학생이 자율적으로 과목, 학년과 학기를 선택하여 이수할 수 있는 과목을 포함하여 반드시 3개 영역 이상 21학점 이상 이수해야 합니다. 만일, 본인 학과의 해당 과목이 아닌 다른 과목을 이수할 경우 일반교양영역으로 인정됩니다. 호텔외식관광프랜차이즈경영학과, 글로벌조리학과는 중핵필수선택을 이수하지 않아도 됩니다. "
19,세계사:인간과문명,"해당 과목은 사상과 역사 영역이며, 안내에 따른 학기 중에 반드시 이수해야 합니다.
2학년 中 : 자연과학, 생명과학, 전자정보, 소프트웨어융합, 공과 계열 학과
[2학년 2학기]  인문과학, 사회과학, 경영경제, 호텔관광, 법학 계열 학과"
19,한국현대사의 이해,"해당 과목은 사상과 역사 영역이며, 안내에 따른 학기 중에 반드시 이수해야 합니다.
2학년 中 : 인문과학, 사회과학, 경영경제, 호텔관광, 예체능, 법학 계열 학과"
19,컴퓨팅 사고기반 기초코딩,"해당 과목은 자연과 과학기술 영역이며, 안내에 따른 학기 중에 반드시 이수해야 합니다.
[1학년 1학기]  인문과학, 사회과학, 경영경제, 호텔관광, 예체능, 법학 계열 학과, 디자인이노베이션전공, 만화애니메이션텍전공"
19,소프트웨어 기초코딩,"해당 과목은 자연과 과학기술 영역이며, 안내에 따른 학기 중에 반드시 이수해야 합니다.
[1학년 1학기]  자연과학, 생명과학, 공과 계열 학과"
